"NOM"
"CA de Chaumont"
"CA du Grand Saint Dizier, Der & Vallées"
"CC d'Auberive, Vingeanne et Montsaugeonnais"
"CC de Meuse Rognon"
"CC des Savoir-Faire"
"CC des Trois Forêts"
"CC du Bassin de Joinville en Champagne"
"CC du Grand Langres"
